date,nifty_open,nifty_high,nifty_low,nifty_close,eq_norm_volume,liquidity_breadth,adv_dec_volume_ratio,vwap_pressure,pct_vwap_up,vwap_disp,vwap_tb_spread,ret_tb_spread,pct_flow_align,vwap_pca1
2026-01-29 14:40:00+05:30,25441.25,25444.45,25430.65,25440.25,1.0636906324699715,0.8620689655172413,0.5563959774927885,3.0297513325067373e-06,0.5862068965517241,0.0005195275327860019,0.0011801923108741258,0.003393685550389029,0.5862068965517241,-0.0005236797825237949
2026-01-29 14:45:00+05:30,25439.7,25455.45,25436.2,25451.2,1.1854383923137732,0.8620689655172413,3.0339165149694947,0.00018886508913802858,0.8275862068965517,0.00026356963154531356,0.0007331008805392245,0.002167566830415968,0.8275862068965517,0.0009596499510853261
2026-01-29 14:50:00+05:30,25451.5,25458.15,25440.05,25444.85,1.2059925837997076,0.8620689655172413,0.528101195842351,-0.00020332343775044786,0.20689655172413793,0.0002551412333890376,0.000681727662641386,0.0014533200466044782,0.7931034482758621,-0.0011191688619271761
2026-01-29 14:55:00+05:30,25444.8,25444.8,25429.95,25434.8,1.239475027788761,0.8620689655172413,1.3450238719012741,3.5534498468940203e-06,0.4482758620689655,0.0003468366502457007,0.0009518104030221829,0.002600550669548396,0.4482758620689655,0.00013377916348234712
2026-01-29 15:00:00+05:30,25436.95,25445.9,25408.0,25419.4,2.6422707338277025,1.0,0.3151643361462944,-8.315937923359483e-05,0.4827586206896552,0.0004923194712673205,0.0012741881763863477,0.003841344318082825,0.5172413793103449,-0.0004530537463278999
2026-01-29 15:05:00+05:30,25420.0,25433.85,25408.0,25421.45,2.250571204444897,1.0,1.7583593982338466,5.342807608380633e-05,0.5517241379310345,0.0004191690941311443,0.0011528506907494756,0.002861221356423138,0.5517241379310345,0.00014212665399983033
2026-01-29 15:10:00+05:30,25423.0,25428.35,25407.6,25407.6,2.1119684453778715,1.0,0.2939120598083166,-0.00020516178988616452,0.20689655172413793,0.0003459777762841484,0.0009608475430007955,0.002443795733438059,0.7931034482758621,-0.0008608124582837796
2026-01-29 15:15:00+05:30,25407.65,25431.65,25405.1,25421.55,2.345879777674179,1.0,1.5496951119458882,-9.424225758750143e-05,0.3793103448275862,0.0004811029152595566,0.0011863563841433456,0.003339785411466678,0.5862068965517241,-0.0006638799166670464
2026-01-29 15:20:00+05:30,25421.5,25427.7,25408.7,25412.45,1.9922837106674929,1.0,0.750025288015912,-0.00012344179588971368,0.3448275862068966,0.000587612884095304,0.001529990381918322,0.004361225126246518,0.6551724137931034,-0.00029373546382463174
2026-01-29 15:25:00+05:30,25413.85,25425.95,25405.7,25422.1,1.6342478626674595,1.0,1.911661824974197,0.00033272388018007666,0.6896551724137931,0.0007118732395704241,0.0019110240499566765,0.004776416511351226,0.6896551724137931,0.0015892109029628473
2026-01-30 09:15:00+05:30,25247.55,25285.95,25224.35,25259.3,1.7284814321320157,0.8620689655172413,0.26438841126324164,-0.0003324590459143854,0.4482758620689655,0.002788546793491129,0.00784086721616256,0.022075262680395023,0.5517241379310345,-0.0023785433758056963
2026-01-30 09:20:00+05:30,25257.8,25266.0,25234.2,25238.85,0.8430696506962271,0.5517241379310345,0.45399202573377323,-4.1973580336235433e-05,0.3793103448275862,0.0010176414813627451,0.002745730519464543,0.008856142221051504,0.6206896551724138,-0.0004251811782859892
